EmployeeID,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,AgeGroups,IncomeGroups,YearsAtCompanyGroups
2246,3,3,3,2,3,31,True,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Single,25720,1,13,3,10.0,3,10,4,7,"(30.0, 40.0]","(25000.0, 50000.0]","(5.0, 10.0]"
2247,3,3,2,1,3,45,False,Travel_Rarely,Sales,10,2,Marketing,Male,1,Sales Executive,Divorced,38330,2,14,0,24.0,1,7,0,7,"(40.0, 50.0]","(25000.0, 50000.0]","(5.0, 10.0]"
2248,3,3,4,2,3,31,False,Travel_Rarely,Research & Development,16,4,Life Sciences,Male,3,Human Resources,Single,42440,9,13,0,8.0,3,3,0,2,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
2249,3,4,2,4,1,31,True,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6,23,1,7.0,5,2,2,2,"(30.0, 40.0]","(50000.0, 75000.0]","(-1.0, 2.0]"
2250,3,3,2,4,4,45,False,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,1,Research Scientist,Married,184300,4,12,1,10.0,5,3,1,2,"(40.0, 50.0]","(175000.0, 200000.0]","(2.0, 5.0]"
2251,3,3,3,1,3,48,False,Travel_Rarely,Research & Development,24,3,Technical Degree,Male,2,Research Scientist,Divorced,16010,4,12,0,15.0,3,2,2,2,"(40.0, 50.0]","(10000.0, 25000.0]","(-1.0, 2.0]"
2252,3,3,1,3,3,34,True,Travel_Rarely,Research & Development,7,4,Medical,Male,2,Research Scientist,Married,26940,1,16,1,2.0,3,2,2,2,"(30.0, 40.0]","(25000.0, 50000.0]","(-1.0, 2.0]"
2253,2,3,4,2,3,40,False,Non-Travel,Research & Development,25,4,Other,Female,1,Sales Executive,Divorced,31490,2,15,1,16.0,1,9,4,8,"(30.0, 40.0]","(25000.0, 50000.0]","(5.0, 10.0]"
2254,3,3,4,1,3,28,False,Travel_Rarely,Research & Development,1,2,Technical Degree,Female,1,Research Scientist,Single,176390,0,13,1,6.0,0,5,1,3,"(25.0, 30.0]","(175000.0, 200000.0]","(2.0, 5.0]"
2255,2,3,3,3,3,44,False,Non-Travel,Research & Development,5,3,Life Sciences,Male,1,Laboratory Technician,Single,23190,3,18,0,7.0,4,5,0,3,"(40.0, 50.0]","(10000.0, 25000.0]","(2.0, 5.0]"
2256,3,4,4,2,2,53,False,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,2,Manager,Single,116910,4,20,0,35.0,2,9,8,8,"(50.0, 60.0]","(100000.0, 125000.0]","(5.0, 10.0]"
2257,1,3,1,3,2,49,False,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Laboratory Technician,Married,53240,2,19,0,20.0,2,3,1,2,"(40.0, 50.0]","(50000.0, 75000.0]","(2.0, 5.0]"
2258,3,3,3,3,4,40,False,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,3,Laboratory Technician,Divorced,167520,2,18,1,8.0,3,3,1,2,"(30.0, 40.0]","(150000.0, 175000.0]","(2.0, 5.0]"
2259,4,3,4,2,2,44,False,Travel_Rarely,Research & Development,5,1,Other,Male,3,Research Scientist,Single,52280,1,13,0,6.0,2,5,1,3,"(40.0, 50.0]","(50000.0, 75000.0]","(2.0, 5.0]"
2260,3,3,4,1,3,33,False,Travel_Frequently,Human Resources,10,3,Medical,Female,2,Sales Executive,Married,27000,0,14,3,5.0,2,4,0,3,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
2261,3,3,4,1,3,34,False,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,1,Sales Representative,Single,192460,3,15,1,15.0,5,13,3,12,"(30.0, 40.0]","(175000.0, 200000.0]","(10.0, 15.0]"
2262,3,4,4,3,2,30,False,Travel_Rarely,Sales,1,2,Technical Degree,Male,1,Laboratory Technician,Married,25060,8,22,0,4.0,3,2,2,2,"(25.0, 30.0]","(25000.0, 50000.0]","(-1.0, 2.0]"
2263,3,4,1,4,3,42,False,Travel_Frequently,Research & Development,8,4,Medical,Female,1,Sales Executive,Single,60620,1,22,2,12.0,2,12,5,8,"(40.0, 50.0]","(50000.0, 75000.0]","(10.0, 15.0]"
2264,3,3,1,3,2,44,False,Travel_Frequently,Research & Development,5,3,Life Sciences,Female,5,Manufacturing Director,Married,43820,7,16,2,11.0,2,1,0,0,"(40.0, 50.0]","(25000.0, 50000.0]","(-1.0, 2.0]"
2265,3,3,3,3,2,30,False,Non-Travel,Research & Development,8,3,Life Sciences,Male,1,Manufacturing Director,Divorced,21430,1,17,1,1.0,2,1,0,0,"(25.0, 30.0]","(10000.0, 25000.0]","(-1.0, 2.0]"
2266,2,3,2,3,2,57,False,Travel_Rarely,Sales,2,1,Life Sciences,Male,3,Research Scientist,Married,61620,0,14,0,13.0,5,12,2,8,"(50.0, 60.0]","(50000.0, 75000.0]","(10.0, 15.0]"
2267,3,3,3,2,3,49,False,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,2,Sales Executive,Divorced,50940,3,15,0,29.0,5,8,0,7,"(40.0, 50.0]","(50000.0, 75000.0]","(5.0, 10.0]"
2268,3,4,2,1,2,34,False,Travel_Frequently,Research & Development,2,4,Medical,Female,2,Sales Representative,Divorced,68770,7,20,0,16.0,3,14,6,9,"(30.0, 40.0]","(50000.0, 75000.0]","(10.0, 15.0]"
2269,3,4,1,3,4,28,True,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Married,22740,3,20,1,5.0,5,3,1,2,"(25.0, 30.0]","(10000.0, 25000.0]","(2.0, 5.0]"
2270,3,3,1,2,1,29,True,Travel_Frequently,Research & Development,28,3,Medical,Female,5,Research Scientist,Single,44340,5,17,3,7.0,1,5,0,0,"(25.0, 30.0]","(25000.0, 50000.0]","(2.0, 5.0]"
2271,3,3,1,2,4,34,True,Travel_Rarely,Research & Development,7,1,Medical,Male,1,Research Scientist,Single,62880,0,15,1,16.0,2,15,10,10,"(30.0, 40.0]","(50000.0, 75000.0]","(10.0, 15.0]"
2272,2,3,4,3,3,35,False,Travel_Rarely,Sales,7,4,Other,Female,4,Healthcare Representative,Married,25530,1,14,1,1.0,4,1,0,0,"(30.0, 40.0]","(25000.0, 50000.0]","(-1.0, 2.0]"
2273,2,3,2,1,2,24,True,Travel_Frequently,Sales,3,3,Life Sciences,Male,2,Research Scientist,Single,76540,2,17,1,4.0,3,0,0,0,"(17.999, 25.0]","(75000.0, 100000.0]","(-1.0, 2.0]"
2274,1,3,4,2,3,24,False,Non-Travel,Research & Development,10,3,Life Sciences,Female,2,Manager,Married,51600,1,17,1,1.0,3,1,0,0,"(17.999, 25.0]","(50000.0, 75000.0]","(-1.0, 2.0]"
2275,2,4,2,3,2,44,False,Travel_Frequently,Research & Development,5,2,Medical,Female,2,Research Scientist,Single,171590,5,22,1,16.0,1,2,2,2,"(40.0, 50.0]","(150000.0, 175000.0]","(-1.0, 2.0]"
2276,3,3,3,3,3,29,False,Travel_Rarely,Sales,10,2,Life Sciences,Female,1,Sales Executive,Divorced,128080,1,13,0,10.0,6,10,0,4,"(25.0, 30.0]","(125000.0, 150000.0]","(5.0, 10.0]"
2277,3,3,3,3,4,30,False,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,3,Sales Executive,Divorced,102210,0,19,1,6.0,2,5,1,3,"(25.0, 30.0]","(100000.0, 125000.0]","(2.0, 5.0]"
2278,3,3,4,3,3,55,False,Travel_Rarely,Sales,20,3,Marketing,Male,2,Research Scientist,Married,47790,0,14,1,4.0,6,3,1,2,"(50.0, 60.0]","(25000.0, 50000.0]","(2.0, 5.0]"
2279,3,4,1,2,3,33,False,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,2,Research Scientist,Married,37370,8,22,2,8.0,2,5,0,2,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
2280,2,3,3,3,2,47,False,Travel_Rarely,Research & Development,8,4,Medical,Female,2,Sales Representative,Married,23660,3,17,0,11.0,5,5,1,2,"(40.0, 50.0]","(10000.0, 25000.0]","(2.0, 5.0]"
2281,3,3,3,1,2,28,True,Travel_Frequently,Sales,1,3,Marketing,Male,2,Laboratory Technician,Single,17060,7,12,0,8.0,3,0,0,0,"(25.0, 30.0]","(10000.0, 25000.0]","(-1.0, 2.0]"
2282,2,3,1,3,1,28,False,Travel_Rarely,Sales,8,4,Marketing,Male,1,Laboratory Technician,Divorced,163070,1,16,0,1.0,3,1,0,0,"(25.0, 30.0]","(150000.0, 175000.0]","(-1.0, 2.0]"
2283,3,3,3,1,3,28,False,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Sales Executive,Single,59330,0,11,0,5.0,3,4,1,3,"(25.0, 30.0]","(50000.0, 75000.0]","(2.0, 5.0]"
2284,3,3,3,1,3,49,False,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,1,Research Scientist,Married,34240,4,11,0,10.0,3,3,1,2,"(40.0, 50.0]","(25000.0, 50000.0]","(2.0, 5.0]"
2285,1,3,4,2,3,29,False,Travel_Frequently,Research & Development,8,1,Medical,Male,1,Research Scientist,Married,40370,0,14,0,4.0,2,3,0,2,"(25.0, 30.0]","(25000.0, 50000.0]","(2.0, 5.0]"
2286,2,3,3,2,2,28,False,Travel_Rarely,Research & Development,5,1,Technical Degree,Male,2,Laboratory Technician,Married,25590,1,11,0,8.0,3,8,1,7,"(25.0, 30.0]","(25000.0, 50000.0]","(5.0, 10.0]"
2287,2,3,4,3,3,33,False,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,1,Sales Executive,Single,62010,2,15,3,14.0,2,0,0,0,"(30.0, 40.0]","(50000.0, 75000.0]","(-1.0, 2.0]"
2288,2,4,3,4,4,32,False,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Laboratory Technician,Single,44030,2,20,0,10.0,3,5,0,0,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
2289,2,3,2,4,3,54,False,Travel_Frequently,Sales,10,3,Life Sciences,Female,4,Research Scientist,Divorced,37610,3,12,0,26.0,3,14,1,12,"(50.0, 60.0]","(25000.0, 50000.0]","(10.0, 15.0]"
2290,3,3,1,1,1,29,True,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,2,Research Scientist,Single,109340,6,17,2,11.0,2,9,0,7,"(25.0, 30.0]","(100000.0, 125000.0]","(5.0, 10.0]"
2291,2,3,4,1,4,44,False,Travel_Rarely,Sales,26,1,Marketing,Male,1,Sales Representative,Married,107610,3,11,1,24.0,5,20,14,17,"(40.0, 50.0]","(100000.0, 125000.0]","(15.0, 20.0]"
2292,4,3,2,2,3,39,False,Travel_Rarely,Sales,6,1,Technical Degree,Female,2,Laboratory Technician,Single,51750,4,17,1,9.0,2,2,2,2,"(30.0, 40.0]","(50000.0, 75000.0]","(-1.0, 2.0]"
2293,2,3,3,2,4,46,False,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,3,Manufacturing Director,Married,138260,8,11,0,23.0,1,13,5,1,"(40.0, 50.0]","(125000.0, 150000.0]","(10.0, 15.0]"
2294,4,3,4,2,1,35,False,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Research Scientist,Single,63340,1,14,0,11.0,2,11,3,3,"(30.0, 40.0]","(50000.0, 75000.0]","(10.0, 15.0]"
2295,2,3,1,3,3,23,False,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manager,Single,49360,0,19,1,5.0,2,4,1,2,"(17.999, 25.0]","(25000.0, 50000.0]","(2.0, 5.0]"
2296,4,3,4,1,1,40,True,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Director,Single,47750,3,15,1,15.0,3,5,1,0,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
2297,3,3,4,3,3,34,False,Travel_Rarely,Human Resources,2,3,Human Resources,Male,2,Manufacturing Director,Married,28180,1,13,1,10.0,2,10,8,6,"(30.0, 40.0]","(25000.0, 50000.0]","(5.0, 10.0]"
2298,2,3,4,3,1,31,True,Travel_Frequently,Research & Development,29,3,Life Sciences,Female,2,Healthcare Representative,Single,25150,1,14,0,7.0,3,7,7,7,"(30.0, 40.0]","(25000.0, 50000.0]","(5.0, 10.0]"
2299,2,3,3,4,3,50,False,Travel_Frequently,Research & Development,6,3,Medical,Male,1,Manager,Single,23420,1,12,1,32.0,2,32,13,9,"(40.0, 50.0]","(10000.0, 25000.0]","(30.0, 40.0]"
2300,3,3,2,3,3,34,False,Travel_Rarely,Sales,25,5,Marketing,Female,1,Research Scientist,Married,41940,0,17,2,12.0,3,11,5,7,"(30.0, 40.0]","(25000.0, 50000.0]","(10.0, 15.0]"
2301,3,3,3,2,3,42,False,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,1,Manufacturing Director,Married,106850,4,11,3,4.0,2,1,0,0,"(40.0, 50.0]","(100000.0, 125000.0]","(-1.0, 2.0]"
2302,3,3,1,4,3,37,False,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Research Scientist,Married,20220,1,12,0,10.0,1,10,3,7,"(30.0, 40.0]","(10000.0, 25000.0]","(5.0, 10.0]"
2303,4,3,3,1,3,29,False,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Manager,Married,23140,3,13,0,9.0,5,7,0,7,"(25.0, 30.0]","(10000.0, 25000.0]","(5.0, 10.0]"
2304,3,3,4,2,3,33,False,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,1,Research Scientist,Single,42560,1,13,3,5.0,1,5,0,2,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
2305,2,4,4,4,3,45,False,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Laboratory Technician,Married,35800,4,20,1,8.0,1,5,0,3,"(40.0, 50.0]","(25000.0, 50000.0]","(2.0, 5.0]"
2306,3,3,4,4,1,42,False,Travel_Frequently,Human Resources,1,4,Technical Degree,Male,2,Manufacturing Director,Married,31620,2,17,2,24.0,1,20,13,9,"(40.0, 50.0]","(25000.0, 50000.0]","(15.0, 20.0]"
2307,4,3,1,1,4,40,False,Travel_Rarely,Sales,10,1,Life Sciences,Female,1,Manufacturing Director,Married,65240,0,13,1,9.0,2,8,7,1,"(30.0, 40.0]","(50000.0, 75000.0]","(5.0, 10.0]"
2308,2,3,2,3,3,33,False,Travel_Rarely,Research & Development,9,3,Medical,Female,2,Manufacturing Director,Married,28990,1,17,0,15.0,3,15,5,7,"(30.0, 40.0]","(25000.0, 50000.0]","(10.0, 15.0]"
2309,3,3,3,4,3,40,False,Travel_Rarely,Sales,5,5,Life Sciences,Male,1,Manufacturing Director,Single,52310,1,12,2,21.0,4,21,7,7,"(30.0, 40.0]","(50000.0, 75000.0]","(20.0, 30.0]"
2310,3,3,3,1,3,24,False,Travel_Rarely,Sales,10,2,Marketing,Male,1,Manufacturing Director,Divorced,23560,0,13,0,2.0,5,1,0,0,"(17.999, 25.0]","(10000.0, 25000.0]","(-1.0, 2.0]"
2312,4,4,1,2,3,45,False,Travel_Rarely,Research & Development,4,3,Medical,Female,3,Laboratory Technician,Divorced,118360,1,22,0,10.0,2,10,7,7,"(40.0, 50.0]","(100000.0, 125000.0]","(5.0, 10.0]"
2313,4,3,2,3,3,35,False,Travel_Rarely,Research & Development,10,1,Life Sciences,Male,1,Healthcare Representative,Married,109030,0,11,0,6.0,3,5,4,2,"(30.0, 40.0]","(100000.0, 125000.0]","(2.0, 5.0]"
2314,4,4,4,2,3,32,False,Travel_Rarely,Research & Development,22,4,Medical,Male,1,Sales Executive,Married,29730,3,22,0,12.0,0,7,2,5,"(30.0, 40.0]","(25000.0, 50000.0]","(5.0, 10.0]"
2315,2,3,3,4,2,36,False,Travel_Rarely,Sales,9,3,Marketing,Female,4,Research Scientist,Single,142750,3,18,1,7.0,5,3,1,2,"(30.0, 40.0]","(125000.0, 150000.0]","(2.0, 5.0]"
2316,3,3,3,3,3,48,False,Travel_Rarely,Research & Development,12,4,Medical,Male,1,Laboratory Technician,Divorced,55620,8,13,1,18.0,2,8,7,7,"(40.0, 50.0]","(50000.0, 75000.0]","(5.0, 10.0]"
2317,4,3,3,3,2,29,False,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,2,Healthcare Representative,Married,45370,6,18,1,5.0,5,1,0,0,"(25.0, 30.0]","(25000.0, 50000.0]","(-1.0, 2.0]"
2318,2,4,1,1,1,33,False,Travel_Rarely,Research & Development,9,1,Medical,Male,1,Healthcare Representative,Married,76420,2,20,1,8.0,2,2,2,2,"(30.0, 40.0]","(75000.0, 100000.0]","(-1.0, 2.0]"
2319,3,3,2,1,3,30,True,Travel_Rarely,Research & Development,1,3,Other,Male,3,Sales Executive,Married,179240,1,13,2,10.0,2,10,6,7,"(25.0, 30.0]","(175000.0, 200000.0]","(5.0, 10.0]"
2320,3,3,3,3,3,38,False,Travel_Frequently,Sales,9,3,Marketing,Male,1,Manufacturing Director,Married,52040,3,13,1,10.0,2,6,1,2,"(30.0, 40.0]","(50000.0, 75000.0]","(5.0, 10.0]"
2321,3,3,4,1,3,35,False,Travel_Rarely,Sales,7,2,Life Sciences,Male,1,Sales Executive,Single,22770,1,12,1,3.0,2,3,1,2,"(30.0, 40.0]","(10000.0, 25000.0]","(2.0, 5.0]"
2322,3,3,3,2,3,30,False,Travel_Rarely,Research & Development,14,3,Technical Degree,Male,5,Research Director,Married,27950,3,13,0,9.0,4,4,1,3,"(25.0, 30.0]","(25000.0, 50000.0]","(2.0, 5.0]"
2323,1,3,1,1,3,35,True,Travel_Rarely,Research & Development,2,3,Medical,Female,1,Research Scientist,Divorced,25320,1,13,0,1.0,2,1,0,0,"(30.0, 40.0]","(25000.0, 50000.0]","(-1.0, 2.0]"
2324,3,4,3,4,3,53,True,Travel_Rarely,Research & Development,19,3,Life Sciences,Male,2,Manager,Married,25590,0,25,0,34.0,2,33,1,9,"(50.0, 60.0]","(25000.0, 50000.0]","(30.0, 40.0]"
2325,2,3,3,2,3,38,True,Travel_Rarely,Research & Development,2,3,Medical,Female,3,Sales Executive,Married,49080,4,19,1,7.0,3,5,1,4,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
2326,3,3,4,1,2,32,False,Non-Travel,Research & Development,10,4,Life Sciences,Female,5,Research Scientist,Married,23800,4,13,0,9.0,5,6,1,2,"(30.0, 40.0]","(10000.0, 25000.0]","(5.0, 10.0]"
2327,3,3,3,1,2,48,False,Travel_Rarely,Research & Development,2,5,Life Sciences,Male,1,Sales Executive,Married,47650,8,12,1,10.0,4,8,7,6,"(40.0, 50.0]","(25000.0, 50000.0]","(5.0, 10.0]"
2328,3,3,1,4,1,34,False,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Sales Executive,Single,20440,1,11,0,1.0,2,1,0,0,"(30.0, 40.0]","(10000.0, 25000.0]","(-1.0, 2.0]"
2329,2,3,3,4,3,55,False,Travel_Rarely,Research & Development,11,1,Medical,Female,1,Laboratory Technician,Married,26930,1,18,0,36.0,6,36,2,13,"(50.0, 60.0]","(25000.0, 50000.0]","(30.0, 40.0]"
2330,3,3,2,4,2,34,False,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,2,Research Scientist,Married,65860,9,18,1,9.0,3,2,2,1,"(30.0, 40.0]","(50000.0, 75000.0]","(-1.0, 2.0]"
2331,3,3,1,4,3,26,False,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,1,Research Director,Married,32940,1,11,0,1.0,6,1,0,0,"(25.0, 30.0]","(25000.0, 50000.0]","(-1.0, 2.0]"
2332,4,4,3,2,3,38,False,Travel_Rarely,Sales,14,2,Marketing,Female,1,Sales Executive,Married,41710,0,23,0,10.0,4,9,7,7,"(30.0, 40.0]","(25000.0, 50000.0]","(5.0, 10.0]"
2333,2,3,2,2,4,38,False,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Manufacturing Director,Single,27780,2,13,0,8.0,5,3,1,2,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
2334,3,3,2,3,3,36,False,Travel_Rarely,Human Resources,1,3,Human Resources,Male,1,Research Scientist,Single,23770,6,13,2,15.0,3,1,0,0,"(30.0, 40.0]","(10000.0, 25000.0]","(-1.0, 2.0]"
2335,2,3,2,1,3,29,False,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,1,Sales Representative,Single,24040,1,17,0,10.0,3,10,1,5,"(25.0, 30.0]","(10000.0, 25000.0]","(5.0, 10.0]"
2336,4,3,1,3,3,35,False,Travel_Rarely,Sales,12,2,Life Sciences,Female,2,Sales Executive,Single,23180,3,19,0,10.0,4,5,0,4,"(30.0, 40.0]","(10000.0, 25000.0]","(2.0, 5.0]"
2337,3,3,4,3,3,39,False,Travel_Rarely,Sales,2,2,Medical,Female,1,Sales Executive,Married,20080,2,12,0,11.0,3,7,7,6,"(30.0, 40.0]","(10000.0, 25000.0]","(5.0, 10.0]"
2338,3,4,1,4,4,29,False,Travel_Frequently,Research & Development,5,1,Medical,Female,1,Research Scientist,Divorced,62440,1,22,0,6.0,3,6,1,3,"(25.0, 30.0]","(50000.0, 75000.0]","(5.0, 10.0]"
2339,1,3,3,3,3,50,False,Travel_Rarely,Research & Development,4,2,Medical,Female,1,Laboratory Technician,Married,27990,4,12,1,27.0,0,1,0,0,"(40.0, 50.0]","(25000.0, 50000.0]","(-1.0, 2.0]"
2340,3,3,4,3,3,23,False,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,3,Manager,Married,105520,2,11,0,4.0,2,2,2,2,"(17.999, 25.0]","(100000.0, 125000.0]","(-1.0, 2.0]"
2341,3,3,1,1,3,36,False,Travel_Frequently,Sales,21,3,Life Sciences,Male,2,Human Resources,Married,23290,3,15,0,9.0,2,3,0,2,"(30.0, 40.0]","(10000.0, 25000.0]","(2.0, 5.0]"
2342,3,3,4,4,3,42,False,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,5,Manager,Single,40140,8,13,1,24.0,3,1,0,1,"(40.0, 50.0]","(25000.0, 50000.0]","(-1.0, 2.0]"
2343,3,3,2,3,2,35,False,Travel_Rarely,Sales,4,3,Medical,Female,2,Laboratory Technician,Married,74030,1,12,1,10.0,4,10,6,8,"(30.0, 40.0]","(50000.0, 75000.0]","(5.0, 10.0]"
2344,3,3,4,3,2,34,False,Travel_Frequently,Research & Development,25,1,Life Sciences,Female,1,Manager,Married,22590,1,14,0,8.0,2,8,7,7,"(30.0, 40.0]","(10000.0, 25000.0]","(5.0, 10.0]"
2345,3,3,4,1,3,40,False,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Laboratory Technician,Married,69320,1,13,0,5.0,5,5,1,2,"(30.0, 40.0]","(50000.0, 75000.0]","(2.0, 5.0]"
2346,4,4,4,2,3,43,False,Travel_Rarely,Research & Development,1,1,Other,Male,1,Manager,Divorced,46780,5,25,1,8.0,0,6,0,2,"(40.0, 50.0]","(25000.0, 50000.0]","(5.0, 10.0]"
2347,2,3,3,4,2,35,False,Travel_Rarely,Sales,6,3,Marketing,Female,3,Sales Representative,Married,135820,1,17,1,1.0,3,1,0,1,"(30.0, 40.0]","(125000.0, 150000.0]","(-1.0, 2.0]"
2348,3,3,4,1,1,46,False,Travel_Rarely,Research & Development,12,4,Technical Degree,Male,1,Laboratory Technician,Single,23320,1,11,0,27.0,2,26,0,12,"(40.0, 50.0]","(10000.0, 25000.0]","(20.0, 30.0]"
2349,3,3,3,2,3,28,True,Travel_Rarely,Human Resources,1,3,Medical,Female,2,Laboratory Technician,Married,24130,1,16,1,1.0,2,1,0,0,"(25.0, 30.0]","(10000.0, 25000.0]","(-1.0, 2.0]"
2350,2,3,2,3,2,22,False,Non-Travel,Sales,17,2,Marketing,Male,3,Sales Executive,Married,97050,1,18,2,4.0,3,4,1,3,"(17.999, 25.0]","(75000.0, 100000.0]","(2.0, 5.0]"
2351,2,4,2,3,3,50,False,Travel_Frequently,Research & Development,3,3,Other,Male,2,Research Scientist,Married,42940,2,20,0,32.0,2,30,12,13,"(40.0, 50.0]","(25000.0, 50000.0]","(20.0, 30.0]"
2352,3,3,2,4,3,32,False,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,3,Research Scientist,Married,47210,3,14,1,6.0,3,3,0,2,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
2353,3,4,2,4,2,44,False,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,3,Manager,Divorced,25190,0,21,2,23.0,2,22,1,10,"(40.0, 50.0]","(25000.0, 50000.0]","(20.0, 30.0]"
2354,3,3,2,2,2,30,False,Travel_Rarely,Research & Development,4,3,Medical,Female,1,Research Director,Married,21210,1,13,1,6.0,2,6,1,1,"(25.0, 30.0]","(10000.0, 25000.0]","(5.0, 10.0]"
2355,3,3,3,1,3,45,False,Travel_Rarely,Sales,29,2,Technical Degree,Female,2,Research Scientist,Single,29730,1,12,0,10.0,2,10,1,4,"(40.0, 50.0]","(25000.0, 50000.0]","(5.0, 10.0]"
2356,2,3,1,1,3,45,False,Non-Travel,Sales,2,4,Life Sciences,Male,2,Manufacturing Director,Married,58550,1,14,1,10.0,3,10,4,5,"(40.0, 50.0]","(50000.0, 75000.0]","(5.0, 10.0]"
2357,3,4,4,1,3,31,False,Travel_Frequently,Research & Development,7,3,Medical,Male,2,Research Scientist,Single,36170,7,21,1,10.0,5,5,0,3,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
2358,3,3,3,3,3,36,False,Travel_Rarely,Research & Development,18,1,Medical,Male,2,Manufacturing Director,Married,67250,9,17,1,7.0,3,3,1,1,"(30.0, 40.0]","(50000.0, 75000.0]","(2.0, 5.0]"
2359,2,3,3,4,3,34,False,Travel_Frequently,Sales,28,4,Marketing,Male,5,Manufacturing Director,Divorced,103250,1,11,1,9.0,3,9,7,2,"(30.0, 40.0]","(100000.0, 125000.0]","(5.0, 10.0]"
2360,3,3,3,1,2,49,False,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,3,Healthcare Representative,Married,69490,1,14,1,10.0,2,9,1,4,"(40.0, 50.0]","(50000.0, 75000.0]","(5.0, 10.0]"
2361,3,3,2,1,3,39,False,Travel_Rarely,Research & Development,6,2,Life Sciences,Male,3,Research Scientist,Married,106090,2,17,1,10.0,2,7,7,7,"(30.0, 40.0]","(100000.0, 125000.0]","(5.0, 10.0]"
2362,3,3,4,1,3,27,False,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,4,Research Scientist,Divorced,44470,1,13,0,7.0,4,7,0,7,"(25.0, 30.0]","(25000.0, 50000.0]","(5.0, 10.0]"
2363,2,4,2,1,3,35,False,Travel_Rarely,Research & Development,2,3,Medical,Female,2,Sales Executive,Married,21570,1,25,0,16.0,1,16,1,10,"(30.0, 40.0]","(10000.0, 25000.0]","(15.0, 20.0]"
2364,3,3,2,1,2,28,False,Travel_Rarely,Research & Development,23,3,Life Sciences,Male,3,Manufacturing Director,Divorced,46010,0,15,2,6.0,2,5,0,0,"(25.0, 30.0]","(25000.0, 50000.0]","(2.0, 5.0]"
2365,3,3,3,4,3,21,False,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,1,Laboratory Technician,Single,170990,1,14,1,3.0,2,2,2,2,"(17.999, 25.0]","(150000.0, 175000.0]","(-1.0, 2.0]"
